"especie","ilha","comprimento_bico","profundidade_bico","comprimento_nadadeira","massa_corporal","sexo","ano"
"170","Pinguim-gentoo","Biscoe",49.2,15.2,221,6300,"macho",2007
"171","Pinguim-gentoo","Biscoe",46.2,14.5,209,4800,"fêmea",2007
"172","Pinguim-gentoo","Biscoe",48.7,15.1,222,5350,"macho",2007
"173","Pinguim-gentoo","Biscoe",50.2,14.3,218,5700,"macho",2007
"174","Pinguim-gentoo","Biscoe",45.1,14.5,215,5000,"fêmea",2007
"175","Pinguim-gentoo","Biscoe",46.5,14.5,213,4400,"fêmea",2007
"176","Pinguim-gentoo","Biscoe",46.3,15.8,215,5050,"macho",2007
"177","Pinguim-gentoo","Biscoe",42.9,13.1,215,5000,"fêmea",2007
"178","Pinguim-gentoo","Biscoe",46.1,15.1,215,5100,"macho",2007
"179","Pinguim-gentoo","Biscoe",44.5,14.3,216,4100,NA,2007
"180","Pinguim-gentoo","Biscoe",47.8,15,215,5650,"macho",2007
"181","Pinguim-gentoo","Biscoe",48.2,14.3,210,4600,"fêmea",2007
"182","Pinguim-gentoo","Biscoe",50,15.3,220,5550,"macho",2007
"183","Pinguim-gentoo","Biscoe",47.3,15.3,222,5250,"macho",2007
"184","Pinguim-gentoo","Biscoe",42.8,14.2,209,4700,"fêmea",2007
"185","Pinguim-gentoo","Biscoe",45.1,14.5,207,5050,"fêmea",2007
"186","Pinguim-gentoo","Biscoe",59.6,17,230,6050,"macho",2007
"187","Pinguim-gentoo","Biscoe",49.1,14.8,220,5150,"fêmea",2008
"188","Pinguim-gentoo","Biscoe",48.4,16.3,220,5400,"macho",2008
"189","Pinguim-gentoo","Biscoe",42.6,13.7,213,4950,"fêmea",2008
"190","Pinguim-gentoo","Biscoe",44.4,17.3,219,5250,"macho",2008
"191","Pinguim-gentoo","Biscoe",44,13.6,208,4350,"fêmea",2008
"192","Pinguim-gentoo","Biscoe",48.7,15.7,208,5350,"macho",2008
"193","Pinguim-gentoo","Biscoe",42.7,13.7,208,3950,"fêmea",2008
"194","Pinguim-gentoo","Biscoe",49.6,16,225,5700,"macho",2008
"195","Pinguim-gentoo","Biscoe",45.3,13.7,210,4300,"fêmea",2008
"196","Pinguim-gentoo","Biscoe",49.6,15,216,4750,"macho",2008
"197","Pinguim-gentoo","Biscoe",50.5,15.9,222,5550,"macho",2008
"198","Pinguim-gentoo","Biscoe",43.6,13.9,217,4900,"fêmea",2008
"199","Pinguim-gentoo","Biscoe",45.5,13.9,210,4200,"fêmea",2008
"200","Pinguim-gentoo","Biscoe",50.5,15.9,225,5400,"macho",2008
"201","Pinguim-gentoo","Biscoe",44.9,13.3,213,5100,"fêmea",2008
"202","Pinguim-gentoo","Biscoe",45.2,15.8,215,5300,"macho",2008
"203","Pinguim-gentoo","Biscoe",46.6,14.2,210,4850,"fêmea",2008
"204","Pinguim-gentoo","Biscoe",48.5,14.1,220,5300,"macho",2008
"205","Pinguim-gentoo","Biscoe",45.1,14.4,210,4400,"fêmea",2008
"206","Pinguim-gentoo","Biscoe",50.1,15,225,5000,"macho",2008
"207","Pinguim-gentoo","Biscoe",46.5,14.4,217,4900,"fêmea",2008
"208","Pinguim-gentoo","Biscoe",45,15.4,220,5050,"macho",2008
"209","Pinguim-gentoo","Biscoe",43.8,13.9,208,4300,"fêmea",2008
"210","Pinguim-gentoo","Biscoe",45.5,15,220,5000,"macho",2008
"211","Pinguim-gentoo","Biscoe",43.2,14.5,208,4450,"fêmea",2008
"212","Pinguim-gentoo","Biscoe",50.4,15.3,224,5550,"macho",2008
"213","Pinguim-gentoo","Biscoe",45.3,13.8,208,4200,"fêmea",2008
"214","Pinguim-gentoo","Biscoe",46.2,14.9,221,5300,"macho",2008
"215","Pinguim-gentoo","Biscoe",45.7,13.9,214,4400,"fêmea",2008
"216","Pinguim-gentoo","Biscoe",54.3,15.7,231,5650,"macho",2008
"217","Pinguim-gentoo","Biscoe",45.8,14.2,219,4700,"fêmea",2008
"218","Pinguim-gentoo","Biscoe",49.8,16.8,230,5700,"macho",2008
"219","Pinguim-gentoo","Biscoe",46.2,14.4,214,4650,NA,2008
"220","Pinguim-gentoo","Biscoe",49.5,16.2,229,5800,"macho",2008
"221","Pinguim-gentoo","Biscoe",43.5,14.2,220,4700,"fêmea",2008
"222","Pinguim-gentoo","Biscoe",50.7,15,223,5550,"macho",2008
"223","Pinguim-gentoo","Biscoe",47.7,15,216,4750,"fêmea",2008
"224","Pinguim-gentoo","Biscoe",46.4,15.6,221,5000,"macho",2008
"225","Pinguim-gentoo","Biscoe",48.2,15.6,221,5100,"macho",2008
"226","Pinguim-gentoo","Biscoe",46.5,14.8,217,5200,"fêmea",2008
"227","Pinguim-gentoo","Biscoe",46.4,15,216,4700,"fêmea",2008
"228","Pinguim-gentoo","Biscoe",48.6,16,230,5800,"macho",2008
"229","Pinguim-gentoo","Biscoe",47.5,14.2,209,4600,"fêmea",2008
"230","Pinguim-gentoo","Biscoe",51.1,16.3,220,6000,"macho",2008
"231","Pinguim-gentoo","Biscoe",45.2,13.8,215,4750,"fêmea",2008
"232","Pinguim-gentoo","Biscoe",45.2,16.4,223,5950,"macho",2008
"233","Pinguim-gentoo","Biscoe",49.1,14.5,212,4625,"fêmea",2009
"234","Pinguim-gentoo","Biscoe",52.5,15.6,221,5450,"macho",2009
"235","Pinguim-gentoo","Biscoe",47.4,14.6,212,4725,"fêmea",2009
"236","Pinguim-gentoo","Biscoe",50,15.9,224,5350,"macho",2009
"237","Pinguim-gentoo","Biscoe",44.9,13.8,212,4750,"fêmea",2009
"238","Pinguim-gentoo","Biscoe",50.8,17.3,228,5600,"macho",2009
"239","Pinguim-gentoo","Biscoe",43.4,14.4,218,4600,"fêmea",2009
"240","Pinguim-gentoo","Biscoe",51.3,14.2,218,5300,"macho",2009
"241","Pinguim-gentoo","Biscoe",47.5,14,212,4875,"fêmea",2009
"242","Pinguim-gentoo","Biscoe",52.1,17,230,5550,"macho",2009
"243","Pinguim-gentoo","Biscoe",47.5,15,218,4950,"fêmea",2009
"244","Pinguim-gentoo","Biscoe",52.2,17.1,228,5400,"macho",2009
"245","Pinguim-gentoo","Biscoe",45.5,14.5,212,4750,"fêmea",2009
"246","Pinguim-gentoo","Biscoe",49.5,16.1,224,5650,"macho",2009
"247","Pinguim-gentoo","Biscoe",44.5,14.7,214,4850,"fêmea",2009
"248","Pinguim-gentoo","Biscoe",50.8,15.7,226,5200,"macho",2009
"249","Pinguim-gentoo","Biscoe",49.4,15.8,216,4925,"macho",2009
"250","Pinguim-gentoo","Biscoe",46.9,14.6,222,4875,"fêmea",2009
"251","Pinguim-gentoo","Biscoe",48.4,14.4,203,4625,"fêmea",2009
"252","Pinguim-gentoo","Biscoe",51.1,16.5,225,5250,"macho",2009
"253","Pinguim-gentoo","Biscoe",48.5,15,219,4850,"fêmea",2009
"254","Pinguim-gentoo","Biscoe",55.9,17,228,5600,"macho",2009
"255","Pinguim-gentoo","Biscoe",47.2,15.5,215,4975,"fêmea",2009
"256","Pinguim-gentoo","Biscoe",49.1,15,228,5500,"macho",2009
"257","Pinguim-gentoo","Biscoe",47.3,13.8,216,4725,NA,2009
"258","Pinguim-gentoo","Biscoe",46.8,16.1,215,5500,"macho",2009
"259","Pinguim-gentoo","Biscoe",41.7,14.7,210,4700,"fêmea",2009
"260","Pinguim-gentoo","Biscoe",53.4,15.8,219,5500,"macho",2009
"261","Pinguim-gentoo","Biscoe",43.3,14,208,4575,"fêmea",2009
"262","Pinguim-gentoo","Biscoe",48.1,15.1,209,5500,"macho",2009
"263","Pinguim-gentoo","Biscoe",50.5,15.2,216,5000,"fêmea",2009
"264","Pinguim-gentoo","Biscoe",49.8,15.9,229,5950,"macho",2009
"265","Pinguim-gentoo","Biscoe",43.5,15.2,213,4650,"fêmea",2009
"266","Pinguim-gentoo","Biscoe",51.5,16.3,230,5500,"macho",2009
"267","Pinguim-gentoo","Biscoe",46.2,14.1,217,4375,"fêmea",2009
"268","Pinguim-gentoo","Biscoe",55.1,16,230,5850,"macho",2009
"269","Pinguim-gentoo","Biscoe",44.5,15.7,217,4875,NA,2009
"270","Pinguim-gentoo","Biscoe",48.8,16.2,222,6000,"macho",2009
"271","Pinguim-gentoo","Biscoe",47.2,13.7,214,4925,"fêmea",2009
"272","Pinguim-gentoo","Biscoe",NA,NA,NA,NA,NA,2009
"273","Pinguim-gentoo","Biscoe",46.8,14.3,215,4850,"fêmea",2009
"274","Pinguim-gentoo","Biscoe",50.4,15.7,222,5750,"macho",2009
"275","Pinguim-gentoo","Biscoe",45.2,14.8,212,5200,"fêmea",2009
"276","Pinguim-gentoo","Biscoe",49.9,16.1,213,5400,"macho",2009
"277","Pinguim-de-barbicha","Dream",46.5,17.9,192,3500,"fêmea",2007
"278","Pinguim-de-barbicha","Dream",50,19.5,196,3900,"macho",2007
"279","Pinguim-de-barbicha","Dream",51.3,19.2,193,3650,"macho",2007
"280","Pinguim-de-barbicha","Dream",45.4,18.7,188,3525,"fêmea",2007
"281","Pinguim-de-barbicha","Dream",52.7,19.8,197,3725,"macho",2007
"282","Pinguim-de-barbicha","Dream",45.2,17.8,198,3950,"fêmea",2007
"283","Pinguim-de-barbicha","Dream",46.1,18.2,178,3250,"fêmea",2007
"284","Pinguim-de-barbicha","Dream",51.3,18.2,197,3750,"macho",2007
"285","Pinguim-de-barbicha","Dream",46,18.9,195,4150,"fêmea",2007
"286","Pinguim-de-barbicha","Dream",51.3,19.9,198,3700,"macho",2007
"287","Pinguim-de-barbicha","Dream",46.6,17.8,193,3800,"fêmea",2007
"288","Pinguim-de-barbicha","Dream",51.7,20.3,194,3775,"macho",2007
"289","Pinguim-de-barbicha","Dream",47,17.3,185,3700,"fêmea",2007
"290","Pinguim-de-barbicha","Dream",52,18.1,201,4050,"macho",2007
"291","Pinguim-de-barbicha","Dream",45.9,17.1,190,3575,"fêmea",2007
"292","Pinguim-de-barbicha","Dream",50.5,19.6,201,4050,"macho",2007
"293","Pinguim-de-barbicha","Dream",50.3,20,197,3300,"macho",2007
"294","Pinguim-de-barbicha","Dream",58,17.8,181,3700,"fêmea",2007
"295","Pinguim-de-barbicha","Dream",46.4,18.6,190,3450,"fêmea",2007
"296","Pinguim-de-barbicha","Dream",49.2,18.2,195,4400,"macho",2007
"297","Pinguim-de-barbicha","Dream",42.4,17.3,181,3600,"fêmea",2007
"298","Pinguim-de-barbicha","Dream",48.5,17.5,191,3400,"macho",2007
"299","Pinguim-de-barbicha","Dream",43.2,16.6,187,2900,"fêmea",2007
"300","Pinguim-de-barbicha","Dream",50.6,19.4,193,3800,"macho",2007
"301","Pinguim-de-barbicha","Dream",46.7,17.9,195,3300,"fêmea",2007
"302","Pinguim-de-barbicha","Dream",52,19,197,4150,"macho",2007
"303","Pinguim-de-barbicha","Dream",50.5,18.4,200,3400,"fêmea",2008
"304","Pinguim-de-barbicha","Dream",49.5,19,200,3800,"macho",2008
"305","Pinguim-de-barbicha","Dream",46.4,17.8,191,3700,"fêmea",2008
"306","Pinguim-de-barbicha","Dream",52.8,20,205,4550,"macho",2008
"307","Pinguim-de-barbicha","Dream",40.9,16.6,187,3200,"fêmea",2008
"308","Pinguim-de-barbicha","Dream",54.2,20.8,201,4300,"macho",2008
"309","Pinguim-de-barbicha","Dream",42.5,16.7,187,3350,"fêmea",2008
"310","Pinguim-de-barbicha","Dream",51,18.8,203,4100,"macho",2008
"311","Pinguim-de-barbicha","Dream",49.7,18.6,195,3600,"macho",2008
"312","Pinguim-de-barbicha","Dream",47.5,16.8,199,3900,"fêmea",2008
"313","Pinguim-de-barbicha","Dream",47.6,18.3,195,3850,"fêmea",2008
"314","Pinguim-de-barbicha","Dream",52,20.7,210,4800,"macho",2008
"315","Pinguim-de-barbicha","Dream",46.9,16.6,192,2700,"fêmea",2008
"316","Pinguim-de-barbicha","Dream",53.5,19.9,205,4500,"macho",2008
"317","Pinguim-de-barbicha","Dream",49,19.5,210,3950,"macho",2008
"318","Pinguim-de-barbicha","Dream",46.2,17.5,187,3650,"fêmea",2008
"319","Pinguim-de-barbicha","Dream",50.9,19.1,196,3550,"macho",2008
"320","Pinguim-de-barbicha","Dream",45.5,17,196,3500,"fêmea",2008
"321","Pinguim-de-barbicha","Dream",50.9,17.9,196,3675,"fêmea",2009
"322","Pinguim-de-barbicha","Dream",50.8,18.5,201,4450,"macho",2009
"323","Pinguim-de-barbicha","Dream",50.1,17.9,190,3400,"fêmea",2009
"324","Pinguim-de-barbicha","Dream",49,19.6,212,4300,"macho",2009
"325","Pinguim-de-barbicha","Dream",51.5,18.7,187,3250,"macho",2009
"326","Pinguim-de-barbicha","Dream",49.8,17.3,198,3675,"fêmea",2009
"327","Pinguim-de-barbicha","Dream",48.1,16.4,199,3325,"fêmea",2009
"328","Pinguim-de-barbicha","Dream",51.4,19,201,3950,"macho",2009
"329","Pinguim-de-barbicha","Dream",45.7,17.3,193,3600,"fêmea",2009
"330","Pinguim-de-barbicha","Dream",50.7,19.7,203,4050,"macho",2009
"331","Pinguim-de-barbicha","Dream",42.5,17.3,187,3350,"fêmea",2009
"332","Pinguim-de-barbicha","Dream",52.2,18.8,197,3450,"macho",2009
"333","Pinguim-de-barbicha","Dream",45.2,16.6,191,3250,"fêmea",2009
"334","Pinguim-de-barbicha","Dream",49.3,19.9,203,4050,"macho",2009
"335","Pinguim-de-barbicha","Dream",50.2,18.8,202,3800,"macho",2009
"336","Pinguim-de-barbicha","Dream",45.6,19.4,194,3525,"fêmea",2009
"337","Pinguim-de-barbicha","Dream",51.9,19.5,206,3950,"macho",2009
"338","Pinguim-de-barbicha","Dream",46.8,16.5,189,3650,"fêmea",2009
"339","Pinguim-de-barbicha","Dream",45.7,17,195,3650,"fêmea",2009
"340","Pinguim-de-barbicha","Dream",55.8,19.8,207,4000,"macho",2009
"341","Pinguim-de-barbicha","Dream",43.5,18.1,202,3400,"fêmea",2009
"342","Pinguim-de-barbicha","Dream",49.6,18.2,193,3775,"macho",2009
"343","Pinguim-de-barbicha","Dream",50.8,19,210,4100,"macho",2009
"344","Pinguim-de-barbicha","Dream",50.2,18.7,198,3775,"fêmea",2009
